,Gender,Age,Attendance
8855,0,36,0.89
7707,0,40,0.72
652,1,58,0.86
2147,0,68,0.54
6761,1,61,0.66
8314,0,26,0.6
4431,0,51,0.56
9047,0,50,0.7
8065,0,40,0.65
2088,1,49,0.81
7102,1,55,0.49
2313,1,51,0.86
3808,1,30,0.91
8477,1,32,0.95
4924,1,59,0.85
919,1,47,0.23
2579,1,49,0.63
3619,1,88,0.67
5880,1,65,0.58
7095,1,61,0.49
6916,1,35,0.64
4402,1,58,0.79
9256,1,36,0.77
3784,0,45,0.91
1249,0,26,0.68
7451,1,44,0.59
2850,0,19,0.83
2660,1,24,0.87
6637,0,58,0.97
7270,1,53,0.41
6485,1,37,0.6
5576,0,32,0.57
3794,0,34,0.74
7844,0,45,0.79
3022,1,64,0.79
6866,0,37,0.42
3745,1,65,0.81
8901,0,37,0.62
2236,1,32,0.7
710,1,52,0.61
3999,1,24,0.85
9310,1,38,0.6
6000,1,44,0.86
1129,0,50,0.86
5433,0,21,0.78
3566,0,44,0.5
5823,0,75,0.67
6559,1,30,0.82
8808,0,49,0.81
8958,1,55,0.64
2950,1,43,0.95
1012,0,35,0.58
841,0,40,0.58
9314,0,63,0.95
2112,0,24,0.79
5743,0,14,0.75
6473,0,51,0.78
4513,1,44,0.69
8009,0,33,0.74
3163,0,44,0.85
1441,0,61,0.79
1613,1,42,0.83
9865,0,48,0.35
4870,0,33,0.69
6224,1,62,0.65
3866,1,69,0.86
3450,1,54,0.94
316,0,54,0.93
7773,1,49,0.97
2997,1,26,0.81
3145,0,61,0.84
879,0,46,0.52
3678,0,42,0.37
8541,1,37,0.92
330,1,64,0.44
4893,1,62,0.9
1673,0,48,0.8
9283,0,43,0.81
3578,0,46,0.85
1498,0,44,0.47
4128,0,53,0.45
7379,1,59,0.79
5910,0,31,0.64
6691,0,12,0.71
7832,1,25,0.98
6169,1,25,0.52
7469,0,37,0.67
1438,1,47,0.57
1981,0,55,0.57
1407,1,55,0.9
8975,1,66,0.45
8137,0,32,0.6
1010,0,49,0.85
1333,1,52,0.64
5237,0,47,0.91
8561,1,40,0.8
3336,0,49,0.47
2049,1,22,0.98
1848,0,50,0.39
5708,0,62,0.44
9821,1,50,0.66
9169,0,38,0.82
3768,0,29,0.8
2925,0,48,0.42
5028,0,57,0.82
3128,1,39,0.82
7161,1,41,0.74
9014,1,55,0.53
5707,0,41,0.74
2788,1,55,0.73
9059,0,27,0.82
3683,0,75,0.78
5236,0,51,0.77
6275,0,66,0.71
9469,1,44,0.83
7091,0,34,0.49
8164,0,80,0.72
2107,1,26,0.87
8047,0,35,0.78
9539,1,42,0.54
4868,0,46,0.84
9025,1,53,0.87
7575,0,45,0.51
5629,1,55,0.74
1427,1,74,0.65
6167,1,28,0.69
8074,1,92,0.67
4527,0,10,0.52
6284,0,26,0.74
2922,1,54,0.9
9678,1,28,0.24
5761,1,38,0.84
8846,0,44,0.45
749,1,39,0.59
6753,0,42,0.68
83,1,63,0.73
9553,0,70,0.54
5622,0,59,0.76
4224,0,40,0.78
2523,0,30,0.67
7281,1,38,0.91
1431,0,94,0.79
1852,1,35,0.79
9357,1,37,0.57
5903,0,35,0.67
4307,1,38,0.44
4500,1,29,0.69
522,0,70,0.75
5641,0,35,0.75
8545,1,45,0.98
2295,0,67,0.83
6782,0,57,0.64
1301,1,51,0.48
111,0,35,0.79
8193,1,62,0.45
1371,0,51,0.51
7485,0,51,0.62
8059,1,64,0.86
9520,1,37,0.53
6610,0,37,0.68
4726,1,58,0.71
3012,1,59,0.87
9848,1,46,0.74
856,1,48,0.91
3321,1,41,0.66
5891,1,43,0.55
2183,1,45,0.7
469,0,33,0.77
3146,1,38,0.78
8973,1,43,0.44
6681,0,47,0.84
8542,0,44,0.95
9847,0,35,0.51
5528,1,66,0.89
4844,1,82,0.8
2030,1,29,0.92
4767,1,29,0.77
6332,1,49,0.56
8720,0,74,0.87
9499,0,52,0.88
3401,0,17,0.88
6816,1,22,0.72
8947,0,51,0.55
4708,0,37,0.5
9671,0,61,0.87
353,0,51,0.55
7663,1,53,0.77
107,0,57,0.47
9035,0,79,0.65
3551,0,45,0.81
5894,1,41,0.59
4216,0,69,0.37
3469,0,36,0.7
8301,0,63,0.76
4460,1,56,0.63
3533,0,33,0.9
8,0,71,0.9
1644,1,22,0.92
7489,1,60,0.79
872,0,51,0.69
4994,1,32,0.76
3073,0,36,0.65
2673,1,51,0.9
4119,0,44,0.64
7664,0,36,0.81
2752,1,38,0.84
7970,0,48,0.8
8325,0,64,0.65
7059,1,42,0.63
8559,1,37,0.82
7547,1,39,0.76
4045,1,41,0.67
7185,0,36,0.29
628,1,54,0.84
7384,1,32,0.92
6508,0,74,0.61
8291,0,38,0.65
3642,1,60,0.98
5421,0,51,0.72
2748,1,53,0.49
9260,0,69,0.77
5955,1,67,0.41
9721,1,27,0.69
1524,0,31,0.72
9411,1,50,0.72
8296,0,26,0.69
9133,1,40,0.6
5097,0,27,0.83
8480,1,30,0.78
5824,0,49,0.7
5919,0,37,0.69
4332,1,34,0.7
7003,0,49,0.76
8644,0,62,0.98
9367,1,42,0.73
2235,1,62,0.86
55,1,56,0.83
1261,1,56,0.49
2327,1,58,0.74
340,1,55,0.77
5226,1,80,0.81
6381,0,56,0.84
3826,1,75,0.77
9638,1,100,0.81
9388,0,38,0.84
3534,1,46,0.57
1325,0,18,0.84
8224,0,80,0.87
7278,0,65,0.89
482,1,47,0.64
1279,1,18,0.85
6405,1,61,0.75
475,0,36,0.37
9853,0,60,0.48
1810,1,33,0.66
3650,1,73,0.53
7572,0,45,0.47
2969,1,46,0.81
671,1,58,0.95
6238,1,47,0.73
9088,1,77,0.53
7853,0,44,0.84
187,0,49,0.76
5944,1,49,0.52
8063,0,39,0.63
5573,1,66,0.68
6083,1,74,0.87
1128,0,33,0.64
2471,1,64,0.44
7176,1,29,0.85
6912,0,49,0.93
5608,0,57,0.93
4691,0,49,0.96
9032,0,65,0.73
1204,1,32,0.63
6798,1,63,0.93
236,1,60,0.98
9711,1,53,0.64
9513,1,58,0.54
3520,0,38,0.76
9412,0,56,0.86
3523,1,19,0.38
6603,0,64,0.51
8698,0,69,0.95
122,1,66,0.82
9522,0,66,0.69
1444,0,56,0.5
1928,0,38,0.56
8295,0,42,0.38
3238,0,38,0.92
468,0,38,0.72
4390,1,54,0.75
7129,0,79,0.59
6613,0,59,0.58
3780,0,44,0.93
418,1,47,0.88
3257,0,35,0.74
1702,1,34,0.84
4914,1,57,0.84
6296,1,39,0.84
950,0,28,0.75
7856,1,45,0.78
9199,0,52,0.58
909,1,48,0.73
9084,1,45,0.6
9550,0,14,0.6
2265,1,54,0.55
9702,1,67,0.96
3041,1,57,0.91
9599,0,39,0.84
6237,1,49,0.9
5532,0,54,0.83
9870,1,37,0.75
6634,1,73,0.88
9215,1,75,0.62
1137,0,33,0.74
2823,0,47,0.84
4088,0,28,0.83
9297,0,25,0.7
7153,1,34,0.76
6712,0,48,0.91
4630,1,48,0.71
4917,0,46,0.64
5667,0,42,0.49
9064,0,49,0.86
7576,1,43,0.53
3525,1,42,0.73
2374,1,35,0.72
1417,0,30,0.91
5659,0,31,0.7
4271,0,36,0.77
1065,1,48,0.7
7219,0,50,0.65
9051,0,50,0.91
9521,1,37,0.63
7116,1,61,0.82
7622,1,51,0.51
9612,1,40,0.94
8267,0,66,0.6
8890,1,76,0.56
4367,0,75,0.65
1542,1,59,0.92
216,1,61,0.41
5529,0,37,0.61
7012,0,34,0.69
8395,1,39,0.83
7641,0,67,0.78
8529,1,56,0.48
3443,0,25,0.75
4065,0,51,0.59
630,0,47,0.78
3003,1,64,0.83
3622,1,66,0.67
5005,0,44,0.67
9009,1,87,0.74
903,1,63,0.9
4749,1,53,0.87
3693,1,37,0.66
9173,1,57,0.41
1842,0,32,0.55
6562,0,99,0.75
4309,1,65,0.76
8935,0,63,0.84
64,1,63,0.55
2066,1,32,0.89
6968,0,31,0.52
9190,1,63,0.66
1505,0,62,0.71
9413,1,44,0.74
4312,1,42,0.71
6096,1,34,0.51
4926,1,68,0.82
9325,1,42,0.75
5288,0,60,0.57
8858,1,64,0.85
9172,1,46,0.87
97,0,42,0.73
1894,1,54,0.34
5415,1,55,0.83
3464,0,40,0.66
8431,0,43,0.6
3772,0,68,0.59
460,0,39,0.47
2007,0,48,0.42
7527,0,54,0.82
3183,1,64,0.74
267,1,46,0.48
5408,1,51,0.73
2873,0,34,0.71
2971,0,10,0.64
1521,1,48,0.78
679,1,42,0.72
817,1,62,0.84
4838,1,40,0.84
7975,1,46,0.85
7942,1,60,0.79
5178,0,51,0.83
35,0,58,0.51
5399,0,58,0.84
8618,1,50,0.85
1291,0,62,0.53
1,0,54,0.55
2399,0,54,0.85
4584,1,42,0.64
1752,1,52,0.92
7659,0,38,0.86
2761,0,68,0.74
7452,1,61,0.68
2719,0,77,0.92
7533,1,67,0.88
8039,1,35,0.76
8457,1,46,0.62
9867,1,55,0.75
5199,1,34,0.67
4657,0,62,0.72
140,1,46,0.88
2014,0,24,0.75
3263,1,50,0.74
4976,1,41,0.48
6587,0,40,0.61
1787,1,41,0.82
1008,0,43,0.82
9372,1,52,0.55
7114,0,21,0.63
9625,1,67,0.63
9532,0,42,0.33
1426,0,55,0.9
1120,1,21,0.86
2369,1,57,0.87
6556,1,64,0.55
1195,1,50,0.88
8000,1,34,0.76
5487,1,46,0.95
3349,1,29,0.81
8516,1,69,0.84
5426,0,44,0.8
7546,0,49,0.74
5026,1,24,0.64
4027,0,36,0.68
3274,0,36,0.35
5618,0,44,0.59
2659,0,88,0.59
9431,0,56,0.52
6457,0,37,0.74
6855,1,43,0.71
2218,1,38,0.87
9127,1,54,0.77
5817,1,58,0.52
2541,1,57,0.96
5327,0,34,0.87
3267,1,64,0.7
4492,1,37,0.77
9879,0,34,0.56
6365,0,76,0.69
9313,0,57,0.5
3594,1,47,0.77
7359,0,40,0.89
1535,0,37,0.91
8628,0,67,0.91
6061,0,75,0.71
4022,0,78,0.6
1959,0,75,0.28
4709,0,46,0.61
290,0,68,0.86
4629,1,50,0.71
990,1,31,0.74
5474,0,56,0.38
2360,0,65,0.82
7499,1,48,0.87
2724,0,18,0.6
5634,0,41,0.72
6080,0,52,0.76
5149,1,69,0.97
3507,1,31,0.52
2665,1,31,0.81
2287,1,45,0.72
3400,1,63,0.57
4746,1,33,0.75
6875,0,39,0.72
1559,0,49,0.41
3379,0,62,0.59
2970,1,34,0.86
4583,0,21,0.64
7736,1,59,0.9
5583,0,56,0.75
1772,0,68,0.63
7011,1,63,0.81
2290,1,74,0.75
1678,0,55,0.67
3398,0,68,0.44
4441,1,61,0.45
1313,0,62,0.85
4495,1,46,0.66
7765,0,31,0.53
852,0,63,0.61
8432,1,41,0.92
92,1,54,0.91
3381,0,49,0.65
6955,1,52,0.6
9762,0,59,0.8
8061,1,37,0.66
8001,1,41,0.6
9559,1,70,0.91
7244,0,49,0.74
2440,0,25,0.58
5296,1,14,0.91
1490,1,39,0.88
2390,0,32,0.5
6347,1,54,0.93
378,1,71,0.97
4677,0,53,0.74
4798,1,60,0.75
1774,1,52,0.83
2469,0,28,0.63
7328,1,39,0.73
8972,0,51,0.69
2743,1,65,0.89
4469,1,45,0.94
8351,0,54,0.56
7289,0,46,0.68
7886,1,43,0.87
8430,0,76,0.87
7972,1,59,0.7
5621,0,46,0.88
3698,0,26,0.86
6133,0,43,0.54
1036,1,34,0.67
7593,1,49,0.25
5377,1,66,0.98
5455,1,67,0.86
3055,0,15,0.64
3513,1,64,0.86
4974,0,62,0.8
430,1,24,0.8
9653,1,54,0.91
3243,1,37,0.99
2543,0,42,0.68
5298,0,70,0.74
7178,0,41,0.4
6567,1,56,0.64
3996,1,45,0.7
5457,1,68,0.9
1015,0,21,0.64
3939,0,34,0.73
8057,1,45,0.55
3316,1,47,0.9
8836,1,35,0.67
4933,0,57,0.8
5835,0,54,0.46
5224,0,52,0.49
2102,1,53,0.76
6863,1,43,0.57
320,0,52,0.88
8543,0,68,0.59
2117,0,66,0.6
3765,1,57,0.85
7835,0,32,0.69
2342,1,77,0.69
4637,1,35,0.86
4728,1,84,0.83
577,0,39,0.87
4769,0,70,0.93
3318,0,82,0.65
1080,0,64,0.94
8056,1,31,0.78
8733,0,48,0.56
8393,1,46,0.98
6445,0,35,0.9
1401,1,54,0.55
8670,0,56,0.75
6013,1,72,0.87
4965,1,40,0.92
9129,1,61,0.78
983,0,55,0.64
6244,0,35,0.7
5771,0,44,0.83
785,1,51,0.74
8738,0,35,0.92
7979,1,56,0.82
1973,1,47,0.83
3181,1,40,0.59
9629,0,77,0.84
7182,1,77,0.73
500,0,37,0.53
3652,1,41,0.57
7969,1,59,0.95
363,0,42,0.89
2905,1,51,0.86
1361,1,57,0.74
292,1,45,0.81
6201,1,49,0.89
7770,0,43,0.79
4391,1,67,0.97
8826,0,67,0.85
93,0,32,0.82
8278,0,69,0.3
3456,1,68,0.93
4147,0,63,0.87
8799,1,52,0.87
1712,1,29,0.91
8257,0,72,0.41
5904,0,54,0.71
4375,0,41,0.67
567,1,51,0.7
7648,1,51,0.7
7232,1,28,0.72
2705,1,53,0.53
3351,0,55,0.51
9685,1,39,0.69
8448,0,63,0.51
4733,0,80,0.64
3934,0,41,0.77
6052,0,42,0.64
3202,0,15,0.84
861,1,61,0.79
3499,0,37,0.89
3372,0,27,0.52
8508,0,55,0.91
938,1,62,0.93
2135,1,47,0.88
7374,0,57,0.89
4102,0,65,0.45
9435,0,63,0.82
8837,0,56,0.15
9575,0,46,0.38
2530,1,72,0.88
5759,1,83,0.95
224,1,35,0.96
1523,0,52,0.87
2388,0,30,0.5
3275,0,25,0.9
436,1,58,0.33
8690,0,67,0.47
9191,1,55,0.52
3309,1,46,0.51
1043,1,40,0.85
8718,1,54,0.83
3609,0,22,0.75
7899,0,71,0.73
3105,0,42,0.91
7164,1,69,0.84
4698,0,52,0.5
5557,0,40,0.8
3749,1,51,0.54
6970,0,77,0.76
9566,0,50,0.67
5434,0,44,0.66
5954,1,39,0.93
5949,1,22,0.77
6926,1,63,0.92
768,0,25,0.79
8274,0,45,0.86
6175,0,40,0.95
2596,0,51,0.93
5319,1,46,0.78
844,1,57,0.83
1336,0,68,0.77
9530,1,45,0.68
2104,0,43,0.88
3043,1,26,0.82
6913,1,41,0.67
1931,1,54,0.97
8514,0,37,0.9
9555,1,28,0.8
6131,0,59,0.39
464,1,45,0.82
568,0,65,0.63
4821,0,57,0.84
7637,1,41,0.82
1818,0,36,0.53
1526,1,39,0.9
2988,0,39,0.7
1964,0,49,0.68
8979,0,55,0.45
2279,1,43,0.8
8099,1,50,0.78
4909,1,69,0.78
2101,0,41,0.51
1143,0,57,0.86
1035,1,49,0.97
9408,1,55,0.92
4121,1,33,0.78
1823,1,58,0.62
302,1,73,0.88
1303,0,13,0.81
9361,0,45,0.88
9593,1,66,0.62
1815,0,32,0.87
7554,0,70,0.68
2447,0,45,0.83
1962,0,47,0.9
6910,1,48,0.43
773,1,45,0.8
7462,0,33,0.61
6815,1,60,0.68
5639,1,35,0.92
9763,1,36,0.72
5153,1,51,0.95
8095,0,67,0.69
4297,0,42,0.81
5250,1,50,0.69
6166,0,55,0.82
6082,0,39,0.68
5462,0,59,0.76
4727,0,41,0.63
1466,1,72,0.86
8512,0,56,0.87
5916,1,51,0.98
9327,1,43,0.8
8645,1,45,0.83
4886,1,34,0.98
2346,1,51,0.57
139,0,43,0.96
1886,1,45,0.6
338,0,70,0.8
4356,0,65,0.45
8303,0,52,0.77
4815,1,36,0.64
2616,0,32,0.85
253,0,65,0.8
7327,0,36,0.68
9092,1,63,0.83
9636,1,38,0.75
2525,1,53,0.48
7040,1,48,0.6
6894,0,38,0.77
7134,1,46,0.79
7549,0,58,0.73
4007,1,33,0.75
4398,1,7,0.79
9657,1,83,0.74
4817,1,51,0.88
5801,0,56,0.91
3158,0,48,0.37
709,0,23,0.72
4458,0,29,0.82
6239,0,44,0.46
1565,0,15,0.63
8548,0,50,0.86
7010,0,60,0.37
3589,1,36,0.76
733,1,35,0.94
953,0,36,0.52
4577,0,56,0.84
2474,0,47,0.62
272,0,65,0.65
2758,1,32,0.89
9800,0,55,0.74
3512,1,21,0.85
2881,0,29,0.8
5796,1,23,0.77
586,1,41,0.72
7157,0,47,0.56
5464,0,42,0.71
4805,0,52,0.85
1985,1,55,0.57
8558,0,35,0.83
1283,1,51,0.76
2849,0,36,0.71
7494,1,34,0.82
3853,1,43,0.68
4226,1,46,0.6
9664,0,61,0.88
2208,1,82,0.47
6090,0,60,0.83
1365,1,52,0.89
490,0,70,0.86
4185,0,75,0.69
3574,1,45,0.57
9705,0,43,0.56
6088,0,33,0.92
9268,0,27,0.71
4447,0,19,0.78
2234,1,47,0.86
3075,0,69,0.96
1218,0,41,0.31
6625,0,35,0.49
1700,0,63,0.79
6744,0,34,0.47
9551,1,38,0.7
399,0,57,0.64
875,1,73,0.17
1189,1,41,0.95
5206,0,68,0.51
9743,0,23,0.54
5556,1,56,0.72
9118,0,33,0.86
1100,0,55,0.56
7366,1,61,0.85
7388,1,30,0.75
2024,0,43,0.58
3060,0,66,0.87
3805,1,75,0.78
9316,0,53,0.8
6937,0,41,0.91
3113,1,33,0.94
421,1,56,0.89
2546,1,81,0.52
5497,0,60,0.82
6711,0,36,0.77
8967,1,53,0.78
9455,1,56,0.53
1101,1,49,0.98
4361,1,45,0.86
5653,0,40,0.72
2515,1,31,0.87
1904,0,69,0.66
2535,1,52,0.49
4531,1,65,0.63
2303,0,45,0.83
9466,1,24,0.73
829,0,34,0.91
4884,0,41,0.86
3973,1,39,0.8
8042,0,59,0.78
4768,0,52,0.57
6846,1,39,0.71
3754,0,64,0.66
4552,0,74,0.8
1130,1,70,0.62
2073,0,49,0.65
3646,0,51,0.53
7851,1,17,0.93
1451,0,47,0.52
2863,1,56,0.82
1105,1,58,0.61
5068,1,58,0.77
9759,0,37,0.61
1770,0,30,0.73
398,1,46,0.69
838,0,50,0.84
797,1,72,0.81
6514,1,68,0.74
2063,1,67,0.94
2230,0,60,0.81
3220,0,39,0.65
5062,0,34,0.93
4172,1,48,0.46
3409,1,49,0.89
5554,0,53,0.96
5760,1,59,0.97
1334,0,60,0.98
4851,1,60,0.73
65,0,62,0.6
4273,0,50,0.7
1747,0,53,0.71
4214,1,68,0.83
6982,0,63,0.74
1158,1,70,0.78
4122,0,42,0.68
3051,1,32,0.69
525,1,59,0.85
4628,1,46,0.85
7900,0,53,0.61
9468,0,34,0.67
1109,1,77,0.8
1674,1,65,0.85
4760,0,72,0.84
6756,1,34,0.9
3229,1,72,0.45
9864,0,34,0.73
5317,1,61,0.64
1742,0,66,0.84
6053,1,63,0.47
332,1,36,0.49
7552,0,66,0.8
3101,0,42,0.81
598,0,44,0.74
1641,0,57,0.74
3579,0,53,0.81
4014,0,24,0.61
3154,0,64,0.94
7817,0,43,0.48
5555,1,56,0.55
7305,1,37,0.52
1415,1,58,0.61
4835,0,36,0.76
4572,1,66,0.6
228,0,55,0.65
4722,1,30,0.81
498,0,51,0.82
4103,0,59,0.92
6073,1,39,0.88
902,1,48,0.77
6109,1,49,0.83
2749,0,44,0.46
7515,0,25,0.5
6384,1,72,0.44
2365,0,27,0.4
5020,0,49,0.68
1237,1,47,0.93
892,1,53,0.91
3286,1,54,0.78
8771,1,41,0.86
1219,0,68,0.85
949,0,44,0.63
9756,1,47,0.86
6279,0,54,0.79
78,0,43,0.69
2576,0,70,0.97
8469,0,67,0.84
2682,0,70,0.66
5244,0,56,0.63
4234,1,58,0.81
8823,0,39,0.76
6113,1,36,0.67
4347,0,35,0.68
7864,0,34,0.51
4217,1,37,0.54
6671,0,66,0.53
9356,0,51,0.55
2016,1,42,0.89
8209,1,48,0.71
7245,1,23,0.84
8676,0,38,0.57
9000,0,43,0.58
912,1,40,0.81
7532,1,21,0.54
1281,1,23,0.77
3626,1,56,0.94
4911,0,46,0.88
2307,1,44,0.73
2118,0,43,0.83
5007,0,56,0.84
4931,1,46,0.93
6254,0,49,0.8
3584,0,56,0.74
3641,0,36,0.7
1241,1,44,0.29
5185,1,62,0.57
2977,0,49,0.41
158,0,43,0.69
1708,0,60,0.86
2425,1,54,0.68
5032,1,78,0.82
5208,0,48,0.91
8178,1,39,0.67
2862,1,52,0.91
1250,0,67,0.91
5643,0,69,0.32
1108,1,59,0.93
9617,1,55,0.83
8088,0,59,0.72
9174,1,64,0.33
3155,0,43,0.57
7615,0,44,0.9
283,1,67,0.87
8388,0,45,0.77
3245,1,79,0.95
7781,0,79,0.73
1978,1,61,0.52
7262,1,53,0.51
1792,1,40,0.88
2482,1,43,0.77
754,1,50,0.77
2094,1,54,0.77
3779,0,56,0.81
6520,0,64,0.85
9289,0,37,0.93
2005,0,47,0.77
9419,0,66,0.72
6315,1,44,0.57
2475,0,45,0.35
9558,0,50,0.61
7885,1,76,0.48
3982,1,54,0.7
7491,1,47,0.72
9075,1,19,0.83
8612,0,51,0.61
3888,0,55,0.62
2644,0,65,0.62
5668,0,39,0.55
904,0,27,0.96
7715,1,66,0.84
9633,1,42,0.94
1725,1,43,0.81
8435,0,52,0.79
6147,0,68,0.96
7324,0,40,0.92
3713,1,57,0.79
967,1,43,0.87
9382,0,52,0.5
8842,1,43,0.74
6766,0,48,0.79
2046,0,44,0.99
7561,1,49,0.61
4499,0,67,0.82
333,1,31,0.83
50,1,50,0.64
6944,0,23,0.89
9572,0,48,0.83
7814,0,54,0.81
2552,1,49,0.81
4654,0,24,0.78
8079,0,72,0.52
1208,1,62,0.48
5359,1,54,0.78
1151,0,58,0.73
9,1,25,0.81
2814,0,58,0.87
1707,0,51,0.71
9384,0,71,0.67
7619,0,39,0.48
5710,0,53,0.58
5167,1,55,0.81
9797,1,39,0.71
5962,0,69,0.73
6092,0,61,0.65
4812,1,65,0.84
1896,0,61,0.67
4473,0,50,0.92
3444,0,39,0.95
7030,0,95,0.67
6219,1,62,0.92
3806,1,41,0.79
4414,1,41,0.46
5907,1,71,0.9
1672,1,33,0.79
9097,1,30,0.85
9773,0,41,0.49
6271,0,25,0.57
3635,1,46,0.91
427,0,6,0.49
7004,0,46,0.75
2536,1,58,0.79
546,0,51,0.38
8682,1,37,0.67
4358,1,54,0.71
4350,0,56,0.78
2533,0,39,0.83
3960,0,54,0.66
4762,0,30,0.38
6767,1,61,1.0
171,1,48,0.85
5272,1,64,0.86
1539,1,36,0.68
1482,0,33,0.54
1906,0,59,0.29
7925,0,46,0.59
8169,1,27,0.78
8153,1,56,0.82
1900,1,44,0.49
693,1,49,0.81
4679,0,47,0.84
9228,1,45,0.73
7597,0,27,0.79
7258,0,27,0.84
6211,1,29,0.85
9597,0,46,0.73
2096,1,52,0.79
7017,1,54,0.49
8189,1,67,0.91
4877,0,39,0.73
7971,0,52,0.69
5514,0,36,0.55
6998,0,54,0.85
541,0,64,0.91
4068,0,45,0.72
8097,1,31,0.84
9795,0,45,0.54
9352,1,67,0.76
2678,0,53,0.82
6398,1,60,0.9
8399,0,29,0.89
9734,1,63,0.82
2728,0,51,0.69
882,1,64,0.65
7339,1,53,0.84
7171,1,41,0.81
9153,1,41,0.77
1970,0,62,0.54
3288,0,32,0.91
9823,0,15,0.48
1516,0,62,0.81
1171,0,41,0.86
1446,0,16,0.84
6887,0,55,0.87
2838,0,59,0.9
1329,0,45,0.37
3757,1,50,0.67
9729,1,66,0.85
9708,0,29,0.86
75,0,21,0.76
826,1,58,0.88
9732,0,60,0.91
9298,1,32,0.77
8599,0,45,0.79
7507,0,38,0.7
2750,0,49,0.8
5562,0,75,0.46
3783,0,61,0.7
8452,0,26,0.8
2387,0,58,0.77
7956,0,58,0.78
1622,1,41,0.77
7509,0,57,0.89
8254,1,59,0.78
9500,1,49,0.53
945,0,58,0.8
7514,0,42,0.46
5852,0,40,0.75
4938,0,44,0.73
7974,0,46,0.4
7315,0,46,0.84
9333,0,61,0.47
9258,0,85,0.62
2872,1,77,0.87
1115,0,53,0.78
8783,0,66,0.83
7821,0,46,0.32
225,1,58,0.61
8775,0,37,0.86
1856,1,28,0.67
8195,1,67,0.42
5375,1,64,0.54
845,1,38,0.74
572,1,50,0.75
7530,0,46,0.85
8726,1,34,0.87
6710,0,20,0.61
3179,1,32,0.74
3232,1,38,0.82
3672,0,58,0.73
6577,1,41,0.88
154,1,60,0.89
476,0,46,0.63
6397,0,54,0.82
3710,1,62,0.77
4087,0,52,0.91
6225,0,68,0.42
3087,0,61,0.97
3951,1,35,0.76
5786,0,24,0.74
4374,0,27,0.96
7950,1,52,0.85
9837,0,19,0.44
1087,0,33,0.3
6950,0,37,0.53
4478,0,33,0.77
1099,0,73,0.67
5504,0,11,0.63
8389,1,26,0.97
6626,0,38,0.84
3237,1,30,0.56
8052,1,82,0.78
8693,0,58,0.96
918,0,50,0.91
207,1,45,0.68
9109,0,55,0.87
5308,1,39,0.82
9230,1,77,0.82
8321,0,51,0.58
3936,0,49,0.87
3739,0,63,0.67
7811,1,31,0.76
4393,1,40,0.55
8091,0,27,0.95
4623,0,40,0.55
5687,1,24,0.83
4538,0,39,0.66
9163,1,52,0.74
7923,0,54,0.7
5234,0,47,0.69
7398,1,62,0.71
9712,1,32,0.83
9512,0,48,0.82
7348,1,31,0.8
8652,1,32,0.79
8911,1,51,0.48
6470,0,50,0.45
7889,1,58,0.8
6227,0,49,0.82
6653,1,46,0.81
3416,1,60,0.88
1836,0,64,0.99
2453,0,47,0.57
3029,0,65,0.74
167,1,64,0.84
6104,0,26,0.64
9449,0,33,0.74
47,0,37,0.52
6297,0,44,0.77
7911,1,63,0.81
4493,1,49,0.61
1507,0,65,0.91
9265,0,45,0.67
2612,0,36,0.42
7381,0,32,0.74
8989,1,47,0.79
5365,1,44,0.76
2221,1,34,0.83
5690,0,36,0.72
986,1,51,0.88
423,0,57,0.55
5994,0,25,0.96
1434,1,44,0.49
6628,0,47,0.39
5902,1,48,0.73
9123,1,56,0.9
6215,0,54,0.77
2286,1,51,0.76
8961,0,33,0.71
2114,1,23,0.51
5200,0,55,0.94
1782,0,36,0.75
4898,0,54,0.94
2050,1,49,0.8
6977,0,47,0.7
1350,0,74,0.8
7480,0,45,0.8
9293,0,42,0.8
3084,0,40,0.9
3921,1,50,0.7
8132,0,73,0.67
1737,0,51,0.64
9149,1,36,0.37
7365,1,63,0.93
3887,0,27,0.72
5612,0,47,0.34
8264,1,58,0.85
4130,1,74,0.89
6341,1,71,0.6
6874,1,64,0.57
1468,0,42,0.86
8003,1,27,0.81
564,1,43,0.72
8144,0,50,0.83
9581,1,50,0.61
3778,0,63,0.85
4170,0,72,0.74
855,1,28,0.32
309,0,54,0.73
1780,1,73,0.5
4378,0,72,0.93
7980,0,36,0.5
5363,1,37,0.89
3306,0,56,0.84
547,1,34,0.7
7669,0,41,0.96
2477,1,72,0.76
8649,1,37,0.89
2581,0,76,0.97
5254,0,60,0.42
5776,0,56,0.54
3976,1,29,0.88
720,0,32,0.63
4387,0,39,0.92
2931,0,60,0.46
540,1,31,0.64
465,1,59,0.87
2232,1,61,0.81
5132,1,65,0.78
8131,0,24,0.81
8367,0,53,0.92
1047,1,49,0.81
6906,1,44,0.75
7119,1,57,0.74
2315,0,59,0.56
60,0,45,0.9
5695,1,62,0.88
4849,1,41,0.74
5285,1,52,0.63
3536,0,41,0.8
6622,1,45,0.75
327,1,45,0.65
3564,0,50,0.92
6148,0,36,0.72
6539,0,58,0.7
3215,1,47,0.8
615,0,49,0.57
535,0,49,0.75
4624,1,34,0.77
4828,0,65,0.3
7594,1,68,0.41
7330,0,50,0.76
8133,0,42,0.65
581,0,48,0.94
5792,0,56,0.97
4291,1,24,0.86
1263,0,27,0.64
172,0,64,0.87
8037,1,30,0.77
2822,0,64,0.7
