ID,Gender,Age,StudentId,Attendance,TestScore
4726,male,36,68 mJ,0.5,32.74
4727,female,51,02 iS,0.81,62.21
4728,male,61,43 HH,0.91,69.39
4729,female,66,47 Dz,0.85,68.18
4730,female,46,44 PJ,0.55,49.84
4731,male,44,12 zs,0.61,44.36
4732,female,35,50 TZ,0.97,79.18
4733,male,68,72 ja,0.38,20.4
4734,male,48,33 QI,0.66,86.75
4735,female,55,25 bl,0.56,48.72
4736,male,28,47 Uf,0.58,50.85
4737,male,51,71 hS,0.33,28.64
4738,female,43,04 hu,0.45,31.55
4739,male,53,25 nc,0.74,64.34
4740,male,77,59 Ty,0.83,64.92
4741,male,47,68 oa,0.84,77.76
4742,female,76,14 bv,0.75,59.06
4743,female,72,06 pS,0.59,79
4744,male,51,48 oC,0.91,66.19
4745,male,37,00 vq,0.79,78.28
4746,male,50,98 gA,0.66,56.55
4747,male,59,37 Pg,0.76,59.78
4748,male,75,80 DV,0.56,46.68
4749,male,66,99 ye,0.56,34.23
4750,female,24,94 ds,0.39,43.01
4751,male,44,49 WO,0.79,67.74
4752,male,58,86 zC,0.68,49.61
4753,male,49,47 ji,0.96,86.8
4754,female,27,18 SK,0.54,19.1
4755,male,37,01 oF,0.58,40.39
4756,male,53,41 KA,0.86,69.79
4757,female,57,60 oq,0.99,86.48
4758,female,46,47 XX,0.94,63.83
4759,male,59,23 tG,0.73,53.18
4760,male,52,63 Xe,0.5,25.82
4761,male,40,85 hM,0.51,48.04
4762,female,35,25 Ve,0.7,66.35
4763,female,48,72 ux,0.98,84.76
4764,female,34,39 oV,0.72,72.7
4765,male,46,50 JK,0.69,61.64
4766,female,52,72 xK,0.75,71.06
4767,female,23,27 Fq,0.44,40.32
4768,female,46,22 sN,0.84,82.99
4769,female,65,39 iP,0.81,77.48
4770,male,37,69 jg,0.5,43.67
4771,male,46,61 MS,0.61,47.16
4772,female,28,74 Er,0.72,68.77
4773,female,78,05 iM,0.93,93.15
4774,female,64,91 xr,0.6,55.21
4775,male,66,17 Gm,0.79,70.13
4776,male,46,01 XE,0.67,48.04
4777,female,48,02 qi,0.86,61.69
4778,female,49,38 CZ,0.66,59.3
4779,male,43,07 kJ,0.82,75.23
4780,male,62,11 GB,0.79,56.32
4781,male,45,35 cO,0.49,34.09
4782,male,29,10 WW,0.78,54.28
4783,male,56,12 ZR,0.69,59.01
4784,female,30,76 rq,0.81,69.33
4785,male,69,19 nW,0.91,67.89
4786,male,56,72 ua,0.42,30.23
4787,male,51,13 tW,0.74,77.36
4788,female,58,82 hK,0.71,70.37
4789,male,41,45 Ux,0.63,40.8
4790,female,84,95 Eg,0.83,81.67
4791,female,81,61 Dr,0.74,72.45
4792,male,67,69 pv,0.52,53.64
4793,female,44,38 yU,0.79,59.53
4794,male,59,49 jJ,0.87,71.75
4795,male,80,39 Ih,0.64,58.64
4796,female,40,08 wL,0.76,85.59
4797,male,54,51 gq,0.66,63.67
4798,female,65,19 iX,0.8,57.61
4799,female,63,38 sU,0.78,65.74
4800,male,46,67 qV,0.8,76.16
4801,male,48,60 oK,0.79,64.52
4802,male,65,92 ye,0.76,66.44
4803,male,57,22 WQ,0.67,41.15
4804,female,57,89 Qt,0.72,47.66
4805,male,50,28 XX,0.79,77.99
4806,male,20,41 cs,0.78,60.05
4807,female,34,73 vi,0.96,79.08
4808,female,33,74 GA,0.75,68.65
4809,female,45,76 lO,0.91,70.28
4810,female,51,10 DK,0.71,44.66
4811,female,53,52 dz,0.87,93.97
4812,female,86,00 Pc,0.91,83.87
4813,female,62,61 ec,0.55,47.48
4814,female,28,78 EC,0.97,87.34
4815,female,48,09 mf,0.91,94.61
4816,female,42,53 iN,0.77,62.45
4817,male,48,88 uZ,0.84,75.17
4818,male,57,86 yf,0.58,62.95
4819,female,55,65 if,0.86,68.36
4820,female,38,13 kv,0.77,66.09
4821,female,46,87 rt,0.93,87.27
4822,male,72,43 Kq,0.84,95.94
4823,female,59,10 sO,0.92,79.87
4824,male,30,37 sa,0.38,36.77
4825,male,45,21 jN,0.79,65.03
4826,male,53,09 ZU,0.64,69.48
4827,female,58,55 do,0.7,50.4
4828,male,60,84 Qn,0.96,79.37
4829,female,29,70 Ne,0.77,63.07
4830,male,52,88 CT,0.57,37.29
4831,male,70,34 ib,0.93,82.08
4832,male,50,47 nr,0.73,69.57
4833,male,65,69 Ux,0.69,76.83
4834,male,35,88 cK,0.63,42.05
4835,male,66,42 ro,0.67,69.43
4836,male,64,61 IQ,0.87,65.87
4837,male,45,31 RW,0.71,79.26
4838,female,38,28 wi,0.53,36.05
4839,male,53,67 AE,0.82,51.88
4840,female,27,11 HW,0.63,43.19
4841,female,42,69 lL,0.42,44.16
4842,male,45,95 Sx,0.69,51.63
4843,female,17,31 ic,0.63,68.04
4844,female,67,58 HF,0.92,86.02
4845,female,67,30 YN,0.73,58.29
4846,male,40,45 tA,0.56,56.85
4847,female,52,18 DH,0.87,74.59
4848,male,49,63 pv,0.81,71.9
4849,female,47,24 Od,0.8,72.01
4850,male,57,94 xc,0.62,52.36
4851,male,39,37 La,0.52,43.18
4852,male,60,39 DT,0.81,73.41
4853,female,35,26 YQ,0.76,65.15
4854,female,96,72 HV,0.39,36.95
4855,female,62,32 tv,0.74,60.52
4856,male,18,80 ZT,0.74,69.99
4857,male,38,30 eX,0.92,89.48
4858,male,32,23 nV,0.61,48.79
4859,male,31,52 Ro,0.92,69.95
4860,female,60,95 DW,0.75,54.33
4861,female,29,78 bu,0.91,88.44
4862,male,69,70 tQ,0.74,42.41
4863,female,31,53 uL,0.86,71.52
4864,female,50,54 pR,0.69,51.62
4865,female,36,05 eW,0.3,7.25
4866,female,38,90 Vy,0.7,61.4
4867,male,52,99 jx,0.85,89.72
4868,male,28,94 of,0.52,47.11
4869,male,35,53 FN,0.84,74.86
4870,male,50,82 ZZ,0.94,77.89
4871,male,62,05 DC,0.85,75.01
4872,male,56,62 SL,0.52,51.56
4873,male,67,01 wp,0.64,64.01
4874,female,65,43 Zc,0.84,86.84
4875,male,33,02 Hn,0.91,72.08
4876,female,61,26 sS,0.68,53.47
4877,female,36,60 Oh,0.64,60.46
4878,female,60,62 HQ,0.77,69.82
4879,female,51,14 xv,0.88,82.45
4880,female,44,87 Kf,0.83,70.24
4881,male,55,41 XC,0.74,86.06
4882,male,54,51 ok,0.67,57.41
4883,male,57,58 Yp,0.84,63.11
4884,male,50,29 dD,0.65,54.31
4885,male,59,52 dT,0.87,95.2
4886,female,16,97 bV,0.82,60.56
4887,male,63,89 qo,0.46,35.29
4888,female,24,29 Qj,0.69,54.77
4889,male,36,38 Ju,0.63,49.68
4890,male,65,36 vQ,0.3,24.95
4891,female,40,09 xq,0.95,73.48
4892,male,50,02 xh,0.37,36.63
4893,female,66,56 GM,0.57,57.44
4894,female,48,87 XZ,0.57,49.08
4895,female,48,25 ji,0.9,81.53
4896,female,39,54 jy,0.49,42.97
4897,male,36,82 Jq,0.76,84.14
4898,female,46,08 Jo,0.86,71.9
4899,male,45,93 ZZ,0.88,77.17
4900,female,40,16 Qj,0.84,66.94
4901,male,62,39 HR,0.89,96.16
4902,female,44,38 jj,0.68,51.77
4903,female,38,89 Eu,0.93,92.51
4904,female,49,03 Rw,0.86,68.08
4905,female,71,67 Rq,0.71,58.05
4906,female,82,81 Vq,0.8,53.54
4907,male,66,76 AC,0.95,96.8
4908,male,30,40 lM,0.91,73.38
4909,male,49,00 IC,0.47,38.44
4910,female,50,52 yU,0.69,60.24
4911,female,41,60 qI,0.74,67.75
4912,female,51,83 VX,0.45,40.78
4913,female,60,19 fp,0.73,63.47
4914,female,56,52 CD,0.74,60.02
4915,female,55,93 vL,0.51,45.48
4916,female,64,77 ke,0.84,68.58
4917,male,35,84 xa,0.66,43.29
4918,female,63,29 ds,0.71,47.82
4919,male,69,16 pL,0.63,74.78
4920,male,79,39 XL,0.57,54.93
4921,female,29,22 NC,0.76,73.78
4922,female,40,12 La,0.93,72.59
4923,male,57,98 LO,0.41,51.24
4924,male,51,76 TP,0.56,58.26
4925,female,53,57 pQ,0.76,78.61
4926,female,57,26 nw,0.7,73.68
4927,male,42,25 GX,0.51,33.13
4928,male,44,30 Yn,0.89,81.66
4929,female,69,37 wz,0.9,86.9
4930,male,46,22 FP,0.84,99.93
4931,female,49,86 OH,0.34,12.92
4932,male,33,25 Ap,0.69,51.39
4933,female,34,75 sd,0.78,71.4
4934,male,60,07 kZ,0.69,72.05
4935,male,61,53 vm,0.44,45.61
4936,female,64,30 Tm,0.8,64.07
4937,female,78,01 zo,0.59,47.03
4938,female,47,28 ZU,0.89,86.77
4939,male,39,36 EV,0.73,59.36
4940,male,27,24 oZ,0.45,46.72
4941,male,43,59 DY,0.85,77.08
4942,female,63,55 aa,0.72,46.87
4943,male,56,58 IU,0.99,94.33
4944,male,48,66 Ws,0.83,70.34
4945,male,55,92 mZ,0.39,24.02
4946,male,41,36 bg,0.86,72.91
4947,female,31,17 Vv,0.88,74.8
4948,female,34,10 Zv,0.98,74.19
4949,female,55,81 Ku,0.66,63.82
4950,male,47,68 SW,0.64,51.95
4951,male,51,70 nI,0.62,68.7
4953,male,63,33 uJ,0.82,80.22
4954,male,60,18 CI,0.36,33.87
4955,male,67,76 HL,0.3,28.12
4956,female,62,65 Ol,0.9,74.26
4957,male,21,16 hv,0.85,76.71
4958,male,20,78 rR,0.7,61.78
4959,female,37,58 ZG,0.38,36.71
4960,male,40,08 GH,0.69,60.82
4961,male,54,45 Ik,0.94,96.05
4962,male,42,72 rj,0.7,64.41
4963,female,19,48 Uq,0.82,76.77
4964,male,46,65 Pu,0.78,71.21
4965,male,44,74 Pz,0.58,53.37
4966,female,23,75 hy,0.56,54.82
4967,female,26,94 NW,0.9,91.24
4968,male,33,90 eF,0.81,78.03
4969,male,39,87 Up,0.24,32.67
4970,female,49,52 Ej,0.95,92.52
4971,male,37,57 bX,0.62,49.28
4972,female,69,02 Cd,0.78,77.82
4973,female,13,10 ln,0.86,87.04
4974,male,46,68 Wj,0.88,75.63
4975,female,46,65 MN,0.52,41.27
4976,male,39,16 MP,0.97,83.19
4977,female,57,28 oG,0.84,84.66
4978,male,42,05 CR,0.96,63.79
4979,female,38,48 nY,0.44,39.68
4980,male,46,13 nD,0.64,59.94
4981,female,59,81 nn,0.79,67.22
4982,female,46,31 SJ,0.9,74.87
4983,male,46,25 NI,0.81,83.38
4984,male,49,97 xn,0.58,49.36
4985,female,36,75 Iz,0.65,50.59
4986,female,44,48 QA,0.73,56.23
4987,female,59,79 Fk,0.85,79.8
4988,male,57,20 ji,0.34,31.41
4989,female,68,01 UV,0.82,73.5
4990,male,43,25 sY,0.78,75.36
4991,male,60,15 gd,0.89,89.19
4992,male,57,62 FE,0.6,60.69
4993,male,48,95 Nd,0.47,44.1
4994,female,46,42 Uk,0.93,78.47
4995,female,29,02 zI,0.6,29.25
4996,male,57,73 lX,0.8,64.92
4997,female,53,65 fz,0.91,85.78
4998,male,54,53 SK,0.54,52.26
4999,male,33,50 wI,0.71,66.76
5000,female,60,55 Tm,0.8,70.79
5001,male,44,45 oE,0.73,74.96
5002,male,59,86 sm,0.66,59.92
5003,male,38,02 oA,0.8,83.01
5004,female,34,49 al,0.92,96.07
5005,female,51,35 he,0.68,60.78
5006,female,47,59 Fp,0.31,7.55
5007,male,70,08 LM,0.55,64.66
5008,female,30,55 Xt,0.96,77.92
5009,male,50,03 iH,0.39,38.52
5010,male,41,91 jY,0.89,80.76
5011,female,95,67 xB,0.97,83.69
5012,male,37,44 jJ,0.44,42.65
5013,female,71,26 kL,0.65,78.36
5014,male,58,45 VX,0.67,57.82
5015,male,52,15 Iq,0.88,87.33
5016,male,53,61 jO,0.93,96.31
5017,female,59,50 ry,0.43,41.15
5018,female,55,67 Mg,0.55,72.77
5019,female,66,24 Vq,0.82,62.65
5020,female,14,37 az,0.59,35.74
5021,female,41,03 Kd,0.78,55.84
5022,male,55,74 Vu,0.82,69.65
5023,female,16,98 qo,0.8,88.71
5024,female,60,94 WM,0.75,71.44
5025,female,73,40 km,0.72,55.81
5026,female,41,83 TE,0.87,65.65
5027,female,71,80 IY,0.83,78.32
5028,female,40,90 FQ,0.92,74.4
5029,female,29,87 Bq,0.95,80.87
5030,female,45,12 EF,0.84,75.06
5031,male,44,24 tO,0.83,73.95
5032,male,39,66 RZ,0.87,66.55
5033,male,70,49 rI,0.53,37.85
5034,female,33,62 ZU,0.92,75.91
5035,male,67,79 OE,0.86,74.71
5036,female,54,68 wI,0.7,58.69
5037,male,62,30 DE,0.8,61.3
5038,female,38,60 Mv,0.25,14.93
5039,female,41,40 fQ,0.48,34.92
5040,female,56,50 wA,0.88,82.73
5041,female,41,79 oz,0.74,63.16
5042,male,34,34 GC,0.82,94.38
5043,female,78,17 pk,0.73,68.12
5044,male,58,93 Cp,0.57,46
5045,female,29,15 qK,0.81,71.73
5046,male,71,67 VI,0.66,60.75
5047,female,26,99 vb,0.67,58.59
5048,male,33,80 aZ,0.92,68.27
5049,female,48,30 jj,0.37,25.57
5050,female,51,78 Wb,0.78,63.24
5051,female,41,03 vQ,0.81,69.68
5052,male,43,62 gG,0.78,68.78
5053,female,64,05 jM,0.68,61.83
5054,male,35,57 eM,0.84,96.31
5055,male,54,40 Ro,0.67,42.43
5056,male,79,25 Xo,0.58,46.29
5057,female,32,40 zJ,0.76,72.66
5058,female,26,69 et,0.88,62.28
5059,female,27,61 rA,0.93,92.97
5060,female,40,82 Ou,0.9,73.22
5061,male,81,32 Ih,0.69,60.72
5062,female,40,42 gz,0.77,61.64
5063,male,66,76 nP,0.81,86.37
5064,female,52,18 aE,0.86,68.46
5065,female,48,57 Tf,0.65,37.25
5066,male,78,95 gH,0.69,64.63
5067,male,43,52 sE,0.64,56.74
5068,male,44,87 FY,0.67,44.33
5069,female,55,07 yA,0.5,28.58
5070,male,56,12 Cn,0.84,67.23
5071,male,43,43 jo,0.87,87.82
5072,female,54,19 Pc,0.72,59.18
5073,male,38,46 fZ,0.62,41.04
5074,male,49,54 DI,0.82,71.31
5075,male,44,88 Kh,0.86,75.82
5076,female,46,35 So,0.54,35.86
5077,female,32,63 LQ,0.5,36.66
5078,female,47,97 fi,0.9,77.67
5079,male,26,73 wd,0.42,7.13
5080,female,54,90 uK,0.59,53.66
5081,female,55,94 Je,0.51,42.87
5082,male,31,92 aI,0.7,50.89
5083,male,49,75 qn,0.68,64.67
5084,male,39,89 XN,0.53,52.74
5085,female,59,99 cc,0.86,80.01
5086,female,51,99 qX,0.82,56.94
5087,female,69,37 XN,0.76,63.64
5088,male,50,55 zd,0.57,23.09
5089,female,24,37 yV,0.64,69.54
5090,male,37,34 ep,0.79,71.93
5091,male,57,02 Fg,0.82,73.71
5092,male,21,08 Ty,0.85,66.2
5093,female,28,63 hs,0.5,38.42
5094,female,44,20 Mz,0.73,70.51
5095,female,78,63 gI,0.82,73.6
5096,female,54,15 WO,0.87,90.04
5097,male,41,43 dZ,0.72,68.23
5098,female,56,79 ru,0.93,92.39
5099,male,51,05 TE,0.72,46.77
5100,female,82,45 cW,0.87,79.07
5101,male,44,21 xL,0.67,47.73
5102,male,50,35 Cc,0.88,67.52
5103,female,46,62 iA,0.82,62.78
5104,female,55,27 pm,0.89,86.66
5105,male,59,00 EQ,0.72,56.42
5106,female,42,13 JA,0.92,81.8
5107,female,50,79 CG,0.94,94.57
5108,male,53,38 pf,0.73,78.51
5109,male,49,98 mY,0.75,50.1
5110,female,65,56 vi,0.63,48.52
5111,female,52,80 vH,0.8,72.07
5112,male,56,28 Tk,0.89,75.12
5113,female,64,58 YZ,0.68,49.89
5114,female,57,67 Wl,0.81,72.19
5115,female,40,89 Sb,0.95,85.46
5116,male,47,26 FS,0.29,3.18
5117,male,45,94 Jb,0.8,69.69
5118,male,64,30 zM,0.38,32.09
5119,male,62,92 gQ,0.91,71.19
5120,female,60,72 AN,0.87,78.93
5121,male,53,49 iY,0.79,67.59
5122,female,58,97 Dl,0.81,61.32
5123,female,62,48 vo,0.6,64.36
5124,female,48,38 UB,0.64,61.29
5125,male,34,83 fp,0.93,78.17
5126,female,54,78 tB,0.88,65.22
5127,male,32,02 sI,0.75,54.48
5128,female,44,73 ec,0.55,60.32
5129,male,46,85 Zr,0.6,57.36
5130,male,29,20 Iy,0.66,52.44
5131,female,58,30 bB,0.77,82.42
5132,male,59,29 jI,0.69,53.73
5133,male,44,71 Kv,0.83,68.55
5134,male,58,38 gr,0.74,76.34
5135,female,20,96 Kc,0.92,98
5136,male,84,45 Ib,0.74,57.51
5137,male,46,30 RC,0.89,94.21
5138,female,40,83 oL,0.95,87.43
5139,female,48,25 nB,0.88,67.47
5140,male,27,59 dT,0.86,63.86
5141,male,52,31 Dt,0.88,63.78
5142,female,45,00 vA,0.9,83.28
5143,female,51,37 yO,0.53,20.11
5144,female,55,38 HD,0.66,58.77
5145,female,40,43 JF,0.85,75.22
5146,male,69,13 RK,0.45,31.84
5147,male,39,37 ZP,0.45,36.21
5148,female,81,53 xY,0.9,64.3
5149,female,60,77 xO,0.24,19.27
5150,female,55,63 zo,0.79,70.96
5151,female,64,59 Ov,0.95,75.64
5152,female,54,75 nq,0.82,57.99
5153,male,43,64 dM,0.75,74.12
5154,male,59,96 xJ,0.86,64.21
5155,female,60,48 Fl,0.72,53.75
5156,male,58,08 or,0.62,42.28
5157,female,62,07 RX,0.92,91.7
5158,male,57,10 jP,0.94,85.71
5159,male,47,05 Uz,0.75,59.49
5160,male,27,01 gx,0.83,70.83
5161,male,52,44 zx,0.87,67.05
5162,male,47,08 Qh,0.79,59.69
5163,male,34,40 Mz,0.71,61.87
5164,male,55,32 ly,0.6,53.21
5165,female,38,49 NR,0.32,19.5
5166,female,63,23 XZ,0.69,43.36
5167,female,74,72 Kc,0.71,62.06
5168,male,47,80 Lq,0.91,74.97
5169,female,51,59 PK,0.76,58.9
5170,male,56,08 zi,0.61,52.81
5171,female,28,81 jP,0.46,19.71
5172,male,62,06 li,0.77,67.2
5173,female,43,58 xb,0.72,64.83
5174,male,39,03 Ku,0.88,82.38
5175,male,56,22 tQ,0.34,5.19
5176,female,66,86 kK,0.76,78.19
5177,male,30,67 Lt,0.78,77.39
5178,male,27,60 DE,0.91,96.23
5179,female,40,06 MB,0.56,25.74
5180,male,72,98 wD,0.91,63.26
5181,female,41,32 Bt,0.89,79.62
5182,female,47,59 aq,0.83,79.9
5183,male,52,59 tQ,0.85,71.93
5184,female,52,01 ca,0.85,67.64
5185,male,54,13 aB,0.81,74.32
5186,male,57,31 jC,0.63,65.22
5187,male,41,72 Mh,0.87,81.74
5188,female,39,52 gk,0.84,92.49
5189,male,29,70 VB,0.88,77.91
5190,female,45,83 VV,0.91,76.06
5191,male,42,96 pg,0.84,63.77
5192,female,47,08 YD,0.8,66.34
5193,female,49,61 eP,0.52,49.61
5194,male,41,42 Vh,0.91,89.94
5195,female,65,59 iZ,0.78,57.26
5196,female,74,92 Sq,0.67,65.98
5197,female,54,48 LO,0.5,31.35
5198,female,47,77 UI,0.95,95.78
5199,female,45,15 Yl,0.7,65.71
5200,male,58,99 Eb,0.69,50.75
5201,male,72,44 jR,0.78,83.94
5202,female,44,26 jh,0.91,91.86
5203,male,36,45 EG,0.78,65.61
5204,female,62,78 pQ,0.86,76.19
5205,female,20,58 wD,0.83,77.87
5206,female,86,72 hi,0.83,56.8
5207,female,59,89 qd,0.61,59.63
5208,male,44,36 au,0.69,49.44
5209,male,35,98 RT,0.7,60.49
5210,male,53,69 iK,0.74,52.25
5211,female,60,71 we,0.62,35.05
5212,female,69,62 Wy,0.97,81.98
5213,male,61,86 yW,0.6,47.95
5214,male,31,94 mu,0.85,92.46
5215,male,68,34 nU,0.94,78.3
5216,female,51,42 QF,0.95,93.56
5217,male,40,85 Kj,0.63,68.16
5218,male,55,33 DN,0.5,32.46
5219,male,71,74 Gc,0.84,92.72
5220,female,53,36 JP,0.69,60.32
5221,female,44,05 Qz,0.77,82.84
5222,male,40,09 LU,0.93,81.89
5223,male,59,94 tZ,0.88,67.4
5224,male,32,42 JT,0.86,86.14
5225,female,48,30 eD,0.73,77.4
5226,male,61,53 XP,0.55,40.56
5227,male,24,44 FV,0.65,56.68
5228,male,40,01 yW,0.85,79.97
5229,female,83,83 VJ,0.89,65.14
5230,female,55,15 qj,0.81,76.14
5231,male,44,98 bc,0.56,49.08
5232,female,17,13 Ai,0.65,49.36
5233,female,38,15 Nr,0.56,59.79
5234,male,31,23 eH,0.63,61.46
5235,male,48,97 BI,0.6,39.41
5236,male,64,07 LF,0.51,42.67
5237,female,49,29 hl,0.7,60.14
5238,female,22,94 GG,0.75,66.78
5239,male,27,84 Hq,0.79,68.67
5240,female,62,45 pK,0.88,90.41
5241,male,51,61 tK,0.83,74.87
5242,male,36,21 IJ,0.91,76.56
5243,female,47,81 CH,0.66,59.46
5244,female,35,39 lo,0.32,29.64
5245,female,26,96 kS,0.39,20.35
5246,female,42,60 gH,0.95,85.88
5247,female,73,93 AX,0.83,67.88
5248,female,62,70 Vn,0.57,26.25
5249,male,34,24 cA,0.6,48.24
5250,female,54,73 Ha,0.49,44.23
5251,female,65,20 mx,0.84,81.19
5252,female,69,74 pr,0.84,84.94
5253,male,46,21 WP,0.3,10.69
5254,female,42,64 tk,0.83,64.26
5255,female,47,52 yY,0.76,50.41
5256,female,23,77 QE,0.57,39.85
5257,male,43,11 yy,0.7,59.77
5258,male,64,10 CL,0.77,69.81
5259,male,40,21 oL,0.78,71.17
5260,male,33,57 ch,0.72,51.03
5261,male,39,12 MY,0.76,64.14
5262,female,34,58 ma,0.67,65.26
5263,male,55,47 Vr,0.94,85.55
5264,female,20,21 eT,0.62,56.96
5265,male,61,82 VF,0.6,44.82
5266,female,29,42 LG,0.75,77.66
5267,male,50,95 Bd,0.81,57.86
5268,female,43,67 vY,0.7,64.84
5269,male,68,07 bZ,0.51,29.48
5270,female,42,02 OL,0.95,85.44
5271,male,48,53 Lv,0.91,88.37
5272,female,32,99 xZ,0.88,67.17
5273,male,51,97 tn,0.74,54
5274,female,32,57 WW,0.91,89.89
5275,female,63,65 SL,0.69,47.56
5276,female,57,63 ja,0.73,66.22
5277,female,59,60 BL,0.52,33.99
5278,male,48,51 mc,0.78,63.47
5279,female,30,11 ij,0.59,51.11
5280,female,35,56 mE,0.86,75.12
5281,male,49,68 Rv,0.89,67.3
5282,female,36,72 GN,0.77,69.35
5283,female,56,19 YR,0.8,72.53
5284,female,50,12 kE,0.81,73.66
5285,male,51,32 Og,0.79,72
5286,female,52,62 Aq,0.91,85.46
5287,male,52,41 KQ,0.49,37.29
5288,female,51,58 Fw,0.95,80.48
5289,female,80,40 At,0.81,61.11
5290,female,69,11 Bl,0.91,79.01
5291,female,32,61 HC,0.59,53.69
5292,female,97,54 iJ,0.64,53.25
5293,male,49,65 dm,0.83,69
5294,female,49,28 PH,0.8,70.64
5295,male,63,42 Ce,0.74,65.31
5296,female,30,64 Rx,0.71,50.96
5297,male,47,33 GJ,0.69,66.84
5298,female,36,35 NC,0.78,74.15
5299,male,51,66 qT,0.77,63.14
5300,male,47,29 OR,0.91,79.97
5301,female,48,67 nf,0.82,50.94
5302,female,50,09 dl,0.6,57.02
5303,male,68,14 Rl,0.58,53.84
5304,male,61,18 Dd,0.41,40.03
5305,female,66,71 Fa,0.57,49.32
5306,male,49,75 sr,0.91,78.21
5307,male,56,46 vM,0.63,69.62
5308,female,62,44 DA,0.82,78.05
5309,female,61,31 pk,0.98,91.34
5310,male,48,86 ix,0.64,52.86
5311,female,35,15 lR,0.93,83.63
5312,female,49,22 cq,0.77,73.85
5313,female,50,28 xm,0.69,51.09
5314,female,55,09 wH,0.62,50.94
5315,female,52,76 Sx,0.51,44.99
5316,male,81,80 vt,0.83,62.77
5317,male,60,42 dJ,0.42,40.26
5318,female,38,37 kh,0.93,96.74
5319,female,50,37 De,0.66,54.03
5320,female,42,06 nG,0.74,59.15
5321,male,51,20 dX,0.85,68.03
5322,female,55,28 be,0.8,78.96
5323,male,48,31 dE,0.9,87.65
5324,female,41,57 hR,0.64,70.3
5325,male,38,80 RA,0.84,67.02
5326,female,61,54 bu,0.86,63.73
5327,male,33,02 tP,0.81,62.83
5328,male,46,54 JN,0.88,71.67
5329,female,42,90 Kj,0.75,64.48
5330,female,72,93 bS,0.85,65.09
5331,female,31,08 il,0.55,52.42
5332,female,81,98 mT,0.59,40.53
5333,female,60,12 Zd,0.88,89.11
5334,female,55,28 ry,0.74,55.57
5335,female,64,92 bE,0.86,77.89
5336,male,57,58 dJ,0.79,54.41
5337,male,52,33 CB,0.54,36.26
5338,male,79,47 Ad,0.91,70.21
5339,female,77,33 et,0.66,28.69
5340,male,41,91 vj,0.69,43.29
5341,female,69,76 CA,0.9,83.68
5342,male,40,48 jH,0.87,63.98
5343,male,62,28 el,0.71,57.86
5344,female,48,64 FT,0.92,70.46
5345,male,36,37 OI,0.6,57.58
5346,female,34,69 aO,0.76,69.52
5347,male,27,47 nI,0.89,62.02
5348,female,52,22 ma,0.63,53.93
5349,male,36,58 kv,0.67,56.84
5350,male,43,95 rl,0.62,61.41
5351,male,60,86 DN,0.57,49.28
5352,male,28,92 MO,0.74,66.46
5353,female,59,59 eE,0.59,49.72
5354,male,59,86 ex,0.52,45.4
5355,male,57,45 dJ,0.63,49.53
5356,female,25,47 HC,0.9,68.88
5357,male,31,52 jD,0.7,37.11
5358,female,56,10 NZ,0.68,68.62
5359,female,14,68 JM,0.91,86.85
5360,female,72,23 jU,0.82,60.74
5361,male,70,56 up,0.74,51.57
5362,female,44,76 IE,0.86,86.56
5363,female,28,40 hY,0.7,73.16
5364,female,46,15 XR,0.92,75.58
5365,female,33,65 tk,0.77,69.53
5366,female,81,89 AO,0.55,57.16
5367,male,67,51 OK,0.78,65.45
5368,male,45,47 Wg,0.56,37.76
5369,male,44,68 SN,0.83,75.68
5370,female,43,78 CZ,0.71,72.15
5371,female,39,33 ia,0.82,85.08
5372,male,61,58 HC,0.96,94.24
5373,female,57,83 SS,0.88,87.51
5374,male,62,89 Lz,0.76,60.34
5375,female,45,68 QB,0.76,61.59
5376,male,46,31 uk,0.59,54.23
5377,female,29,31 WB,0.79,58.33
5378,female,61,66 Ij,0.72,61.51
5379,female,56,73 mV,0.71,50.03
5380,female,61,37 Ix,0.64,54.19
5381,male,23,12 BK,0.8,76.33
5382,female,46,49 wU,0.78,87.02
5384,male,50,74 jV,0.71,54.47
5385,female,26,92 Qb,0.83,65.4
5386,female,60,81 hz,0.87,85.09
5387,female,50,76 fF,0.79,71.47
5388,female,20,90 om,0.48,46.17
5389,male,45,69 JC,0.87,63.67
5390,male,18,24 LL,0.72,68.96
5391,male,34,33 Yc,0.87,70.31
5392,male,63,22 Yz,0.65,51.54
5393,male,57,32 MS,0.93,56.34
5394,female,87,25 GT,0.72,51.45
5395,female,57,27 oR,0.98,71.46
5396,female,44,66 DB,0.72,61.6
5397,female,34,33 nV,0.77,70.94
5398,male,14,52 lk,0.76,62.41
5399,male,55,43 En,0.63,45.74
5400,male,78,99 MN,0.75,60.55
5401,male,48,09 Fs,0.87,75.32
5402,female,53,17 Rx,0.54,55.17
5403,female,24,42 cL,0.85,80.21
5404,female,42,15 JL,0.62,53.3
5405,female,68,18 Vg,0.62,55.01
5406,male,39,58 eu,0.92,81.39
5407,male,60,49 kK,0.82,64.82
5408,female,46,60 lx,0.97,91
5409,male,52,63 Nb,0.86,73.49
5410,female,43,18 hi,0.27,16.04
5411,female,39,06 uI,0.79,76.2
5412,female,53,41 xz,0.8,67.33
5413,female,57,05 QQ,0.85,74.75
5414,female,46,60 mL,0.95,85.33
5415,male,30,36 ja,0.84,80.6
5416,male,50,79 Ao,0.91,83.03
5417,female,59,03 rX,0.89,79.8
